order_id,GHG type,source,simulation time,commuting amount,waste amount,delivery amount,current extra stage
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-03 09:44:50,0.186411820994942,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-03 15:44:50,0.186411820994942,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-03 21:44:50,0.186411820994942,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-04 03:44:50,0.3728236419898841,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-04 09:44:50,0.3728236419898841,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-04 15:44:50,0.3728236419898841,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-04 21:44:50,0.3728236419898841,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-05 03:44:50,0.5592354629848262,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-05 09:44:50,0.5592354629848262,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-05 15:44:50,0.5592354629848262,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-05 21:44:50,0.5592354629848262,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-06 03:44:50,0.7456472839797682,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-06 09:44:50,0.7456472839797682,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-06 15:44:50,0.7456472839797682,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-06 21:44:50,0.7456472839797682,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-07 03:44:50,0.9320591049747102,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-07 09:44:50,0.9320591049747102,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-07 15:44:50,0.9320591049747102,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-07 21:44:50,0.9320591049747102,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-08 03:44:50,1.1184709259696524,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-08 09:44:50,1.1184709259696524,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-08 15:44:50,1.1184709259696524,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-08 21:44:50,1.1184709259696524,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-09 03:44:50,1.3048827469645945,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-09 09:44:50,1.3048827469645945,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-09 15:44:50,1.3048827469645945,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-09 21:44:50,1.3048827469645945,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-10 03:44:50,1.4912945679595366,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-10 09:44:50,1.4912945679595366,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-10 15:44:50,1.4912945679595366,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-10 21:44:50,1.4912945679595366,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-11 03:44:50,1.6777063889544788,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-11 09:44:50,1.6777063889544788,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-11 15:44:50,1.6777063889544788,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-11 21:44:50,1.6777063889544788,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-12 03:44:50,1.864118209949421,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-12 09:44:50,1.864118209949421,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-12 15:44:50,1.864118209949421,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-12 21:44:50,1.864118209949421,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-13 03:44:50,2.050530030944363,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-13 09:44:50,2.050530030944363,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-13 15:44:50,2.050530030944363,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-13 21:44:50,2.050530030944363,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-14 03:44:50,2.2369418519393047,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-14 09:44:50,2.2369418519393047,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-14 15:44:50,2.2369418519393047,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-14 21:44:50,2.2369418519393047,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-15 03:44:50,2.423353672934246,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-15 09:44:50,2.423353672934246,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-15 15:44:50,2.423353672934246,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-15 21:44:50,2.423353672934246,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-16 03:44:50,2.609765493929189,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-16 09:44:50,2.609765493929189,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-16 15:44:50,2.609765493929189,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-16 21:44:50,2.609765493929189,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-17 03:44:50,2.7961773149241305,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-17 09:44:50,2.7961773149241305,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-17 15:44:50,2.7961773149241305,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-17 21:44:50,2.7961773149241305,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-18 03:44:50,2.9825891359190724,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-18 09:44:50,2.9825891359190724,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-18 15:44:50,2.9825891359190724,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-18 21:44:50,2.9825891359190724,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-19 03:44:50,3.1690009569140143,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-19 09:44:50,3.1690009569140143,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-19 15:44:50,3.1690009569140143,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-19 21:44:50,3.1690009569140143,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-20 03:44:50,3.355412777908956,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-20 09:44:50,3.355412777908956,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-20 15:44:50,3.355412777908956,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-20 21:44:50,3.355412777908956,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-21 03:44:50,3.541824598903898,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-21 09:44:50,3.541824598903898,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-21 15:44:50,3.541824598903898,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-21 21:44:50,3.541824598903898,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-22 03:44:50,3.72823641989884,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-22 09:44:50,3.72823641989884,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-22 15:44:50,3.72823641989884,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-22 21:44:50,3.72823641989884,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-23 03:44:50,3.914648240893782,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-23 09:44:50,3.914648240893782,0.0,0.0,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-23 15:44:50,3.914648240893782,0.0,0.0545868827926037,"commuting, delivery"
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-23 21:44:50,3.914648240893782,0.0,0.1091737655852075,"commuting, delivery"
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-24 03:44:50,4.101060061888724,0.0,0.1637606483778112,"commuting, delivery"
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-24 09:44:50,4.101060061888724,0.0,0.218347531170415,"commuting, delivery"
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-24 15:44:50,4.101060061888724,0.0,0.2729344139630187,"commuting, delivery"
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-24 21:44:50,4.101060061888724,0.0,0.3275212967556225,"commuting, delivery"
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-25 03:44:50,4.287471882883666,0.0,0.3821081795482263,"commuting, delivery"
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-25 09:44:50,4.287471882883666,0.0,0.43669506234083,"commuting, delivery"
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-25 15:44:50,4.287471882883666,0.0,0.4912819451334338,"commuting, delivery"
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-25 21:44:50,4.287471882883666,0.0,0.5458688279260375,"commuting, delivery"
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-26 03:44:50,4.473883703878608,0.0,0.6004557107186412,"commuting, delivery"
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-26 09:44:50,4.473883703878608,0.0,0.6550425935112449,"commuting, delivery"
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-26 15:44:50,4.473883703878608,0.0,0.6550425935112449,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-26 21:44:50,4.473883703878608,0.0,0.6550425935112449,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-27 03:44:50,4.66029552487355,0.0,0.6550425935112449,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-27 09:44:50,4.66029552487355,0.0,0.6550425935112449,commuting
3b697a20d9e427646d92567910af6d57,ch4,total3,2016-10-27 15:44:50,4.66029552487355,0.0,0.6550425935112449,commuting
